Price hub,Trade date,Delivery start date,Delivery end date,High price $/MWh,Low price $/MWh,Contract Avg Price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
PJM WH Real Time Peak,04/10/2018,10/05/18,10/05/18,33.05,32.75,32.88,-10.07,"6,400",7,9
PJM WH Real Time Peak,05/10/2018,10/08/18,10/08/18,47.10,45.75,46.72,13.84,"28,000",33,19
PJM WH Real Time Peak,08/10/2018,10/09/18,10/09/18,55.00,52.00,53.48,6.76,"21,600",27,21
PJM WH Real Time Peak,09/10/2018,10/10/18,10/10/18,48.25,46.00,47.30,-6.18,"23,200",25,17
PJM WH Real Time Peak,10/10/2018,10/11/18,10/11/18,36.55,36.35,36.50,-10.80,"11,200",13,9
PJM WH Real Time Peak,11/10/2018,10/12/18,10/12/18,31.50,30.00,30.28,-6.22,"22,400",28,21
PJM WH Real Time Peak,12/10/2018,10/15/18,10/15/18,33.00,31.65,32.10,1.82,"20,000",25,18
PJM WH Real Time Peak,15/10/2018,10/16/18,10/16/18,35.25,34.50,35.10,3.00,"11,200",14,14
PJM WH Real Time Peak,16/10/2018,10/17/18,10/17/18,31.55,30.55,31.11,-3.99,"25,600",32,26
PJM WH Real Time Peak,17/10/2018,10/18/18,10/18/18,36.15,35.00,35.36,4.25,"27,200",34,26
PJM WH Real Time Peak,18/10/2018,10/19/18,10/19/18,32.05,32.00,32.01,-3.35,"3,200",4,8
PJM WH Real Time Peak,19/10/2018,10/22/18,10/22/18,38.50,37.75,38.18,6.17,"14,400",18,12
PJM WH Real Time Peak,22/10/2018,10/23/18,10/23/18,36.00,34.00,35.00,-3.18,"24,000",27,22
PJM WH Real Time Peak,23/10/2018,10/24/18,10/24/18,39.25,38.75,39.02,4.02,"20,000",25,19
PJM WH Real Time Peak,24/10/2018,10/25/18,10/25/18,42.75,41.25,42.08,3.06,"19,200",24,21
PJM WH Real Time Peak,25/10/2018,10/26/18,10/26/18,42.00,39.00,40.33,-1.75,"32,800",38,22
PJM WH Real Time Peak,26/10/2018,10/29/18,10/29/18,40.50,39.65,40.07,-0.26,"12,800",16,13
PJM WH Real Time Peak,29/10/2018,10/30/18,10/30/18,38.00,35.60,36.80,-3.27,"53,600",60,24
PJM WH Real Time Peak,30/10/2018,10/31/18,10/31/18,33.95,31.50,33.26,-3.54,"25,600",31,20
PJM WH Real Time Peak,31/10/2018,11/01/18,11/01/18,35.25,33.75,34.56,1.30,"31,200",39,22
PJM WH Real Time Peak,01/11/2018,11/02/18,11/02/18,34.75,32.75,33.53,-1.03,"34,400",40,26
PJM WH Real Time Peak,02/11/2018,11/05/18,11/05/18,37.95,37.00,37.28,3.75,"20,800",26,18
PJM WH Real Time Peak,05/11/2018,11/06/18,11/06/18,37.80,35.00,36.45,-0.83,"25,600",28,22
PJM WH Real Time Peak,06/11/2018,11/07/18,11/07/18,36.80,35.75,36.16,-0.29,"7,200",9,14
PJM WH Real Time Peak,07/11/2018,11/08/18,11/08/18,40.50,39.30,40.03,3.87,"18,400",23,18
PJM WH Real Time Peak,08/11/2018,11/09/18,11/09/18,47.00,44.50,45.92,5.89,"47,200",56,27
PJM WH Real Time Peak,09/11/2018,11/12/18,11/12/18,48.20,46.25,47.25,1.33,"12,800",16,17
PJM WH Real Time Peak,12/11/2018,11/13/18,11/13/18,46.00,42.00,43.95,-3.30,"22,400",28,24
PJM WH Real Time Peak,13/11/2018,11/14/18,11/14/18,50.90,49.75,50.41,6.46,"4,800",6,8
PJM WH Real Time Peak,14/11/2018,11/15/18,11/15/18,68.00,58.50,62.25,11.84,"12,800",16,15
PJM WH Real Time Peak,15/11/2018,11/16/18,11/16/18,46.00,42.50,44.53,-17.72,"24,800",30,17
PJM WH Real Time Peak,16/11/2018,11/19/18,11/19/18,44.55,43.45,44.35,-0.18,"4,800",6,6
PJM WH Real Time Peak,19/11/2018,11/20/18,11/20/18,40.00,39.00,39.29,-5.06,"28,800",34,21
PJM WH Real Time Peak,20/11/2018,11/21/18,11/21/18,42.00,40.50,41.05,1.76,"12,000",15,12
PJM WH Real Time Peak,21/11/2018,11/23/18,11/23/18,45.00,43.25,44.10,3.05,"34,400",39,19
PJM WH Real Time Peak,23/11/2018,11/26/18,11/26/18,40.00,39.25,39.54,-4.56,"4,800",6,9
PJM WH Real Time Peak,26/11/2018,11/27/18,11/27/18,45.50,44.25,44.78,5.24,"21,600",24,23
PJM WH Real Time Peak,27/11/2018,11/28/18,11/28/18,49.00,47.00,47.76,2.98,"18,400",23,19
PJM WH Real Time Peak,28/11/2018,11/29/18,11/29/18,45.00,43.60,44.34,-3.42,"9,600",12,13
PJM WH Real Time Peak,29/11/2018,11/30/18,11/30/18,39.75,38.30,38.82,-5.52,"13,600",15,14
PJM WH Real Time Peak,30/11/2018,12/03/18,12/03/18,39.00,37.00,37.72,-1.10,"28,000",33,21
PJM WH Real Time Peak,03/12/2018,12/04/18,12/04/18,47.00,43.50,44.79,7.07,"21,600",25,21
PJM WH Real Time Peak,04/12/2018,12/05/18,12/05/18,54.00,53.75,53.98,9.19,"9,600",12,11
PJM WH Real Time Peak,05/12/2018,12/06/18,12/06/18,53.00,49.75,50.67,-3.31,"4,800",6,10
PJM WH Real Time Peak,06/12/2018,12/07/18,12/07/18,45.00,43.00,44.03,-6.64,"31,200",39,23
PJM WH Real Time Peak,07/12/2018,12/10/18,12/10/18,49.00,47.00,48.12,4.09,"25,600",32,22
PJM WH Real Time Peak,10/12/2018,12/11/18,12/11/18,49.00,48.75,48.93,0.81,"10,400",13,14
PJM WH Real Time Peak,11/12/2018,12/12/18,12/12/18,44.25,42.00,42.43,-6.5,"24,000",30,19
PJM WH Real Time Peak,12/12/2018,12/13/18,12/13/18,37.75,36.75,37.45,-4.98,"16,000",20,17
PJM WH Real Time Peak,13/12/2018,12/14/18,12/14/18,35.50,34.50,34.91,-2.54,"10,400",13,13
PJM WH Real Time Peak,14/12/2018,12/17/18,12/17/18,38.00,37.25,37.60,2.69,"8,800",11,9
PJM WH Real Time Peak,17/12/2018,12/18/18,12/18/18,41.00,39.50,40.09,2.49,"20,000",22,21
PJM WH Real Time Peak,18/12/2018,12/19/18,12/19/18,37.00,36.35,36.56,-3.53,"12,000",15,11
PJM WH Real Time Peak,19/12/2018,12/20/18,12/20/18,36.75,34.75,35.73,-0.83,"23,200",29,14
PJM WH Real Time Peak,20/12/2018,12/21/18,12/21/18,30.25,30.00,30.12,-5.61,"14,400",18,14
PJM WH Real Time Peak,21/12/2018,12/24/18,12/24/18,28.45,28.00,28.12,-2.00,"4,800",6,9
PJM WH Real Time Peak,24/12/2018,12/26/18,12/26/18,32.00,31.50,31.88,3.76,"3,200",4,6
PJM WH Real Time Peak,26/12/2018,12/27/18,12/27/18,31.25,30.85,31.01,-0.87,"8,800",10,9
PJM WH Real Time Peak,27/12/2018,12/28/18,12/28/18,26.00,25.00,25.20,-5.81,"13,600",16,10
PJM WH Real Time Peak,28/12/2018,12/31/18,12/31/18,27.00,26.75,26.96,1.76,"15,200",17,13
PJM WH Real Time Peak,31/12/2018,01/02/19,01/02/19,31.50,30.50,30.93,3.97,"15,200",17,15
SP15 EZ Gen DA LMP Peak,03/01/2018,01/04/18,01/04/18,53.00,49.00,50.96,-2.96,"18,400",41,16
SP15 EZ Gen DA LMP Peak,04/01/2018,01/05/18,01/06/18,38.25,35.75,36.42,-14.54,"10,400",13,12
SP15 EZ Gen DA LMP Peak,05/01/2018,01/08/18,01/08/18,38.00,37.00,37.26,0.84,"35,600",68,20
SP15 EZ Gen DA LMP Peak,09/01/2018,01/10/18,01/10/18,33.00,33.00,33.00,-5.53,400,1,2
SP15 EZ Gen DA LMP Peak,10/01/2018,01/11/18,01/12/18,36.75,36.50,36.70,3.70,"8,800",9,7
SP15 EZ Gen DA LMP Peak,11/01/2018,01/13/18,01/13/18,32.00,32.00,32.00,-4.70,"4,000",7,5
SP15 EZ Gen DA LMP Peak,12/01/2018,01/15/18,01/16/18,40.75,39.50,40.06,8.06,"10,400",13,10
SP15 EZ Gen DA LMP Peak,16/01/2018,01/17/18,01/17/18,44.50,43.50,44.19,4.13,"7,200",17,12
SP15 EZ Gen DA LMP Peak,17/01/2018,01/18/18,01/18/18,37.75,37.25,37.53,-6.66,"4,000",10,8
SP15 EZ Gen DA LMP Peak,18/01/2018,01/19/18,01/20/18,31.25,31.25,31.25,-6.28,"1,600",2,3
SP15 EZ Gen DA LMP Peak,19/01/2018,01/22/18,01/22/18,39.00,38.00,38.59,7.34,"10,800",27,15
SP15 EZ Gen DA LMP Peak,22/01/2018,01/23/18,01/23/18,37.00,36.35,36.74,-1.85,"5,600",12,10
SP15 EZ Gen DA LMP Peak,25/01/2018,01/26/18,01/27/18,32.00,30.00,31.50,-5.24,"3,200",4,5
SP15 EZ Gen DA LMP Peak,26/01/2018,01/29/18,01/29/18,38.00,36.50,37.02,5.52,"14,400",27,13
SP15 EZ Gen DA LMP Peak,29/01/2018,01/30/18,01/30/18,34.00,33.50,33.75,-3.27,"1,200",3,5
SP15 EZ Gen DA LMP Peak,30/01/2018,01/31/18,01/31/18,34.00,33.75,33.96,0.21,"2,800",7,7
SP15 EZ Gen DA LMP Peak,31/01/2018,02/01/18,02/01/18,33.25,32.50,32.88,-1.08,"4,000",10,7
SP15 EZ Gen DA LMP Peak,01/02/2018,02/02/18,02/03/18,29.50,28.50,28.92,-3.96,"7,200",9,8
SP15 EZ Gen DA LMP Peak,02/02/2018,02/05/18,02/05/18,29.00,27.50,28.11,-0.81,"7,600",18,11
SP15 EZ Gen DA LMP Peak,05/02/2018,02/06/18,02/06/18,28.00,27.00,27.66,-0.45,"16,000",31,11
SP15 EZ Gen DA LMP Peak,06/02/2018,02/07/18,02/07/18,28.50,27.50,28.30,0.64,"13,600",31,15
SP15 EZ Gen DA LMP Peak,07/02/2018,02/08/18,02/08/18,29.00,27.50,28.71,0.41,"4,800",12,6
SP15 EZ Gen DA LMP Peak,08/02/2018,02/09/18,02/10/18,23.00,22.00,22.61,-6.10,"11,200",8,7
SP15 EZ Gen DA LMP Peak,09/02/2018,02/12/18,02/12/18,30.50,29.50,29.85,7.24,"13,600",23,15
SP15 EZ Gen DA LMP Peak,12/02/2018,02/13/18,02/13/18,36.25,36.00,36.16,6.31,"9,200",21,15
SP15 EZ Gen DA LMP Peak,13/02/2018,02/14/18,02/14/18,41.00,35.00,37.86,1.70,"27,600",63,19
SP15 EZ Gen DA LMP Peak,16/02/2018,02/19/18,02/20/18,39.25,38.50,38.94,1.08,"16,800",20,14
SP15 EZ Gen DA LMP Peak,20/02/2018,02/21/18,02/21/18,93.00,50.00,77.37,38.43,"26,800",67,21
SP15 EZ Gen DA LMP Peak,21/02/2018,02/22/18,02/22/18,120.00,85.00,109.14,31.77,"11,600",29,17
SP15 EZ Gen DA LMP Peak,23/02/2018,02/26/18,02/26/18,42.00,40.00,40.50,-68.64,"5,200",13,8
SP15 EZ Gen DA LMP Peak,26/02/2018,02/27/18,02/27/18,40.00,36.50,37.98,-2.52,"9,600",23,11
SP15 EZ Gen DA LMP Peak,27/02/2018,02/28/18,02/28/18,36.00,35.50,35.81,-2.17,"6,400",14,10
SP15 EZ Gen DA LMP Peak,28/02/2018,03/01/18,03/01/18,34.75,34.00,34.38,-1.43,800,2,3
SP15 EZ Gen DA LMP Peak,01/03/2018,03/02/18,03/03/18,32.50,32.00,32.28,-2.10,"14,400",18,10
SP15 EZ Gen DA LMP Peak,02/03/2018,03/05/18,03/05/18,41.00,38.00,38.95,6.67,"7,600",16,8
SP15 EZ Gen DA LMP Peak,05/03/2018,03/06/18,03/06/18,38.50,38.50,38.50,-0.45,"2,400",5,6
SP15 EZ Gen DA LMP Peak,06/03/2018,03/07/18,03/07/18,0.00,0.00,0.00,0.00,"4,400",11,8
SP15 EZ Gen DA LMP Peak,07/03/2018,03/08/18,03/08/18,40.00,36.50,38.55,-4.88,"18,800",38,14
SP15 EZ Gen DA LMP Peak,08/03/2018,03/09/18,03/10/18,33.00,32.00,32.77,-5.78,"23,200",25,11
SP15 EZ Gen DA LMP Peak,09/03/2018,03/12/18,03/12/18,38.00,35.50,37.44,4.67,"14,000",24,12
SP15 EZ Gen DA LMP Peak,12/03/2018,03/13/18,03/13/18,43.00,41.50,42.11,4.67,"15,200",35,17
SP15 EZ Gen DA LMP Peak,13/03/2018,03/14/18,03/14/18,50.00,45.00,47.33,5.22,"10,800",27,18
SP15 EZ Gen DA LMP Peak,14/03/2018,03/15/18,03/15/18,35.00,29.75,31.90,-15.43,"15,200",38,19
SP15 EZ Gen DA LMP Peak,15/03/2018,03/16/18,03/17/18,31.50,31.00,31.27,-0.63,"11,200",14,11
SP15 EZ Gen DA LMP Peak,16/03/2018,03/19/18,03/19/18,37.75,36.50,37.10,5.83,"12,400",27,12
SP15 EZ Gen DA LMP Peak,19/03/2018,03/20/18,03/20/18,41.50,40.25,40.55,3.45,"9,600",22,9
SP15 EZ Gen DA LMP Peak,20/03/2018,03/21/18,03/21/18,38.75,38.50,38.67,-1.88,"1,200",3,4
SP15 EZ Gen DA LMP Peak,21/03/2018,03/22/18,03/22/18,43.00,40.50,41.00,2.33,"10,800",24,13
SP15 EZ Gen DA LMP Peak,22/03/2018,03/23/18,03/24/18,27.50,26.50,27.18,-13.82,"9,600",11,10
SP15 EZ Gen DA LMP Peak,26/03/2018,03/27/18,03/27/18,25.00,24.50,24.70,-2.48,"4,000",9,9
SP15 EZ Gen DA LMP Peak,27/03/2018,03/28/18,03/29/18,24.00,23.00,23.40,-1.30,"4,000",5,6
SP15 EZ Gen DA LMP Peak,28/03/2018,03/30/18,03/31/18,20.50,19.50,19.75,-3.65,"4,000",5,6
SP15 EZ Gen DA LMP Peak,29/03/2018,04/02/18,04/02/18,23.75,22.75,23.50,3.75,"2,800",7,6
SP15 EZ Gen DA LMP Peak,02/04/2018,04/03/18,04/03/18,27.50,26.00,26.67,3.17,"7,200",17,13
SP15 EZ Gen DA LMP Peak,03/04/2018,04/04/18,04/04/18,30.00,30.00,30.00,3.33,"10,000",24,9
SP15 EZ Gen DA LMP Peak,04/04/2018,04/05/18,04/05/18,28.00,26.75,27.39,-2.61,"8,800",13,11
SP15 EZ Gen DA LMP Peak,05/04/2018,04/06/18,04/07/18,21.75,21.75,21.75,-5.64,"1,600",2,3
SP15 EZ Gen DA LMP Peak,06/04/2018,04/09/18,04/09/18,35.00,27.00,33.55,11.80,"11,600",25,11
SP15 EZ Gen DA LMP Peak,09/04/2018,04/10/18,04/10/18,42.50,39.25,41.13,7.58,"17,600",43,18
SP15 EZ Gen DA LMP Peak,10/04/2018,04/11/18,04/11/18,34.00,31.00,32.50,-8.63,"3,600",9,10
SP15 EZ Gen DA LMP Peak,11/04/2018,04/12/18,04/12/18,30.00,25.00,26.45,-6.05,"15,200",34,16
SP15 EZ Gen DA LMP Peak,12/04/2018,04/13/18,04/14/18,27.00,25.50,26.07,-0.38,"24,800",27,15
SP15 EZ Gen DA LMP Peak,13/04/2018,04/16/18,04/16/18,29.00,28.50,28.75,2.68,800,2,4
SP15 EZ Gen DA LMP Peak,16/04/2018,04/17/18,04/17/18,34.00,32.00,33.52,4.77,"4,800",12,8
SP15 EZ Gen DA LMP Peak,17/04/2018,04/18/18,04/18/18,29.50,29.00,29.11,-4.41,"2,800",7,5
SP15 EZ Gen DA LMP Peak,20/04/2018,04/20/18,04/21/18,23.50,22.75,23.06,-6.05,"6,400",8,7
SP15 EZ Gen DA LMP Peak,20/04/2018,04/23/18,04/23/18,33.25,32.00,32.46,9.40,"14,400",30,17
SP15 EZ Gen DA LMP Peak,23/04/2018,04/24/18,04/24/18,39.00,36.50,37.70,5.24,"9,200",21,10
SP15 EZ Gen DA LMP Peak,24/04/2018,04/25/18,04/25/18,37.00,34.00,36.65,-1.05,"5,200",13,6
SP15 EZ Gen DA LMP Peak,25/04/2018,04/26/18,04/26/18,28.50,27.50,27.92,-8.73,"9,200",21,14
SP15 EZ Gen DA LMP Peak,26/04/2018,04/27/18,04/28/18,14.50,14.00,14.33,-13.59,"2,400",3,5
SP15 EZ Gen DA LMP Peak,27/04/2018,04/30/18,04/30/18,23.00,23.00,23.00,8.67,"3,600",6,5
SP15 EZ Gen DA LMP Peak,30/04/2018,05/01/18,05/01/18,27.75,27.50,27.52,4.52,"6,400",14,8
SP15 EZ Gen DA LMP Peak,01/05/2018,05/02/18,05/02/18,30.00,29.00,29.25,1.73,"3,200",8,7
SP15 EZ Gen DA LMP Peak,02/05/2018,05/03/18,05/03/18,31.00,30.00,30.38,1.13,"5,200",12,12
SP15 EZ Gen DA LMP Peak,03/05/2018,05/04/18,05/05/18,29.00,29.00,29.00,-1.38,"7,200",9,6
SP15 EZ Gen DA LMP Peak,04/05/2018,05/07/18,05/07/18,35.50,33.75,34.12,5.12,"7,600",16,12
SP15 EZ Gen DA LMP Peak,07/05/2018,05/08/18,05/08/18,34.75,33.50,33.96,-0.16,"16,800",31,14
SP15 EZ Gen DA LMP Peak,08/05/2018,05/09/18,05/09/18,28.50,27.50,28.05,-5.91,"4,000",10,10
SP15 EZ Gen DA LMP Peak,09/05/2018,05/10/18,05/10/18,25.25,25.00,25.07,-2.98,"4,400",11,9
SP15 EZ Gen DA LMP Peak,10/05/2018,05/11/18,05/12/18,18.50,18.25,18.31,-6.76,"3,200",4,4
SP15 EZ Gen DA LMP Peak,11/05/2018,05/14/18,05/14/18,25.00,24.00,24.52,6.21,"5,600",14,9
SP15 EZ Gen DA LMP Peak,14/05/2018,05/15/18,05/15/18,23.75,23.75,23.75,-0.77,"8,800",22,10
SP15 EZ Gen DA LMP Peak,15/05/2018,05/16/18,05/16/18,22.00,21.75,21.84,-1.91,"4,400",9,7
SP15 EZ Gen DA LMP Peak,16/05/2018,05/17/18,05/17/18,21.00,19.50,19.94,-1.90,"5,200",13,8
SP15 EZ Gen DA LMP Peak,17/05/2018,05/18/18,05/19/18,14.50,14.50,14.50,-5.44,"10,400",13,7
SP15 EZ Gen DA LMP Peak,18/05/2018,05/21/18,05/21/18,22.50,22.25,22.29,7.79,"2,800",5,7
SP15 EZ Gen DA LMP Peak,21/05/2018,05/22/18,05/22/18,25.15,24.50,24.56,2.27,"4,400",8,7
SP15 EZ Gen DA LMP Peak,22/05/2018,05/23/18,05/23/18,26.00,25.75,25.90,1.34,"7,200",15,10
SP15 EZ Gen DA LMP Peak,23/05/2018,05/24/18,05/25/18,22.50,22.00,22.33,-3.57,"2,400",2,3
SP15 EZ Gen DA LMP Peak,24/05/2018,05/26/18,05/26/18,11.00,10.00,10.03,-12.30,"12,000",29,10
SP15 EZ Gen DA LMP Peak,25/05/2018,05/29/18,05/29/18,34.50,34.50,34.50,24.47,"4,400",10,8
SP15 EZ Gen DA LMP Peak,29/05/2018,05/30/18,05/30/18,26.25,25.50,25.69,-8.81,"6,800",17,9
SP15 EZ Gen DA LMP Peak,30/05/2018,05/31/18,05/31/18,24.00,23.00,23.29,-2.40,"12,800",23,11
SP15 EZ Gen DA LMP Peak,31/05/2018,06/01/18,06/02/18,29.50,28.00,28.89,5.60,"21,600",20,12
SP15 EZ Gen DA LMP Peak,01/06/2018,06/04/18,06/04/18,40.00,39.00,39.34,10.45,"11,200",27,14
SP15 EZ Gen DA LMP Peak,04/06/2018,06/05/18,06/05/18,31.00,30.00,30.13,-9.21,"6,400",16,7
SP15 EZ Gen DA LMP Peak,05/06/2018,06/06/18,06/06/18,27.75,27.00,27.13,-3.00,"12,800",32,15
SP15 EZ Gen DA LMP Peak,06/06/2018,06/07/18,06/07/18,28.25,27.50,28.10,0.97,"2,000",5,5
SP15 EZ Gen DA LMP Peak,07/06/2018,06/08/18,06/09/18,23.25,23.00,23.13,-4.97,"1,600",2,3
SP15 EZ Gen DA LMP Peak,08/06/2018,06/11/18,06/11/18,37.00,35.50,36.19,13.06,"6,800",16,14
SP15 EZ Gen DA LMP Peak,11/06/2018,06/12/18,06/12/18,45.00,42.50,44.06,7.87,"16,000",36,19
SP15 EZ Gen DA LMP Peak,12/06/2018,06/13/18,06/13/18,42.00,41.25,41.76,-2.30,"7,600",14,8
SP15 EZ Gen DA LMP Peak,13/06/2018,06/14/18,06/14/18,38.00,37.00,37.69,-4.07,"4,800",10,8
SP15 EZ Gen DA LMP Peak,15/06/2018,06/18/18,06/18/18,30.00,27.00,27.82,-9.87,"4,400",9,7
SP15 EZ Gen DA LMP Peak,18/06/2018,06/19/18,06/19/18,34.00,33.25,33.79,5.97,"10,400",25,14
SP15 EZ Gen DA LMP Peak,19/06/2018,06/20/18,06/20/18,38.25,37.00,38.11,4.32,"24,000",50,15
SP15 EZ Gen DA LMP Peak,20/06/2018,06/21/18,06/21/18,37.75,37.00,37.56,-0.55,"15,600",34,15
SP15 EZ Gen DA LMP Peak,21/06/2018,06/22/18,06/23/18,34.75,34.50,34.53,-3.03,"8,000",4,4
SP15 EZ Gen DA LMP Peak,22/06/2018,06/25/18,06/25/18,31.50,31.00,31.25,-3.28,"3,200",5,6
SP15 EZ Gen DA LMP Peak,25/06/2018,06/26/18,06/26/18,33.50,33.25,33.31,2.06,"3,200",8,9
SP15 EZ Gen DA LMP Peak,26/06/2018,06/27/18,06/27/18,32.50,32.00,32.16,-1.15,"18,800",32,15
SP15 EZ Gen DA LMP Peak,27/06/2018,06/28/18,06/28/18,30.00,29.75,29.94,-2.22,"1,600",4,5
SP15 EZ Gen DA LMP Peak,28/06/2018,06/29/18,06/30/18,36.00,34.50,34.95,5.01,"25,600",9,7
SP15 EZ Gen DA LMP Peak,29/06/2018,07/02/18,07/02/18,35.00,35.00,35.00,0.05,"1,200",3,2
SP15 EZ Gen DA LMP Peak,02/07/2018,07/03/18,07/03/18,34.50,32.75,33.28,-1.72,"4,000",9,9
SP15 EZ Gen DA LMP Peak,03/07/2018,07/05/18,07/05/18,50.00,45.00,46.29,13.01,"11,600",29,17
SP15 EZ Gen DA LMP Peak,05/07/2018,07/06/18,07/07/18,80.00,75.00,76.78,30.49,"7,200",9,11
SP15 EZ Gen DA LMP Peak,06/07/2018,07/09/18,07/09/18,50.00,48.50,49.35,-27.43,"8,000",19,13
SP15 EZ Gen DA LMP Peak,09/07/2018,07/10/18,07/10/18,59.00,53.00,57.14,7.79,"9,200",19,16
SP15 EZ Gen DA LMP Peak,10/07/2018,07/11/18,07/11/18,56.00,50.00,54.15,-2.99,"22,800",55,26
SP15 EZ Gen DA LMP Peak,11/07/2018,07/12/18,07/12/18,59.00,56.00,57.10,2.95,"32,000",66,26
SP15 EZ Gen DA LMP Peak,12/07/2018,07/13/18,07/14/18,49.00,47.00,48.42,-8.68,"16,800",20,14
SP15 EZ Gen DA LMP Peak,13/07/2018,07/16/18,07/16/18,57.00,54.50,55.14,6.72,"14,800",35,16
SP15 EZ Gen DA LMP Peak,16/07/2018,07/17/18,07/17/18,88.00,68.00,81.02,25.88,"10,400",26,16
SP15 EZ Gen DA LMP Peak,17/07/2018,07/18/18,07/18/18,105.00,90.00,94.66,13.64,"19,200",44,17
SP15 EZ Gen DA LMP Peak,18/07/2018,07/19/18,07/19/18,95.00,85.00,90.57,-4.09,"30,000",72,21
SP15 EZ Gen DA LMP Peak,19/07/2018,07/20/18,07/21/18,150.00,120.00,136.11,45.54,"15,200",19,12
SP15 EZ Gen DA LMP Peak,20/07/2018,07/23/18,07/23/18,275.00,190.00,224.12,88.01,"22,800",57,22
SP15 EZ Gen DA LMP Peak,23/07/2018,07/24/18,07/24/18,330.00,285.00,312.57,88.45,"14,800",37,24
SP15 EZ Gen DA LMP Peak,24/07/2018,07/25/18,07/25/18,265.00,225.00,242.06,-70.51,"21,200",53,30
SP15 EZ Gen DA LMP Peak,25/07/2018,07/26/18,07/26/18,240.00,215.00,224.38,-17.68,"11,600",29,16
SP15 EZ Gen DA LMP Peak,26/07/2018,07/27/18,07/28/18,110.00,102.00,107.43,-116.95,"5,600",6,8
SP15 EZ Gen DA LMP Peak,27/07/2018,07/30/18,07/30/18,216.00,199.00,201.40,-13.46,"20,000",48,34
SP15 EZ Gen DA LMP Peak,30/07/2018,07/31/18,07/31/18,101.00,96.00,97.13,-3.57,"6,000",14,12
SP15 EZ Gen DA LMP Peak,31/07/2018,08/01/18,08/01/18,90.00,87.00,88.33,-8.80,"10,800",27,15
SP15 EZ Gen DA LMP Peak,01/08/2018,08/02/18,08/02/18,93.00,87.00,90.00,1.67,"5,600",13,10
SP15 EZ Gen DA LMP Peak,02/08/2018,08/03/18,08/04/18,100.00,86.00,91.25,1.25,"28,800",36,17
SP15 EZ Gen DA LMP Peak,03/08/2018,08/06/18,08/06/18,285.00,190.00,232.71,141.46,"22,400",56,22
SP15 EZ Gen DA LMP Peak,06/08/2018,08/07/18,08/07/18,360.00,315.00,340.74,108.03,"30,400",76,29
SP15 EZ Gen DA LMP Peak,07/08/2018,08/08/18,08/08/18,205.00,160.00,171.96,-168.78,"33,200",82,24
SP15 EZ Gen DA LMP Peak,08/08/2018,08/09/18,08/09/18,160.00,150.00,154.06,-17.90,"24,800",62,23
SP15 EZ Gen DA LMP Peak,09/08/2018,08/10/18,08/11/18,120.00,102.00,110.59,-43.47,"23,200",29,17
SP15 EZ Gen DA LMP Peak,10/08/2018,08/13/18,08/13/18,95.00,87.50,89.78,-20.81,"10,000",25,13
SP15 EZ Gen DA LMP Peak,13/08/2018,08/14/18,08/14/18,85.00,80.00,81.92,-7.86,"5,200",13,12
SP15 EZ Gen DA LMP Peak,14/08/2018,08/15/18,08/15/18,78.00,75.00,76.71,-5.21,"2,800",7,9
SP15 EZ Gen DA LMP Peak,15/08/2018,08/16/18,08/16/18,64.00,60.00,63.14,-13.57,"8,400",19,16
SP15 EZ Gen DA LMP Peak,17/08/2018,08/20/18,08/20/18,65.00,60.00,62.50,-0.64,"8,400",20,13
SP15 EZ Gen DA LMP Peak,20/08/2018,08/21/18,08/21/18,58.75,55.00,57.61,-4.89,"12,000",28,13
SP15 EZ Gen DA LMP Peak,21/08/2018,08/22/18,08/22/18,49.50,48.75,49.35,-8.26,"4,800",10,9
SP15 EZ Gen DA LMP Peak,22/08/2018,08/23/18,08/23/18,43.00,42.00,42.56,-6.79,"3,200",7,6
SP15 EZ Gen DA LMP Peak,23/08/2018,08/24/18,08/25/18,35.50,34.75,35.04,-7.52,"4,800",6,6
SP15 EZ Gen DA LMP Peak,24/08/2018,08/27/18,08/27/18,39.00,38.50,38.90,3.86,"2,000",5,6
SP15 EZ Gen DA LMP Peak,27/08/2018,08/28/18,08/28/18,40.50,40.00,40.06,1.16,"3,600",9,11
SP15 EZ Gen DA LMP Peak,28/08/2018,08/29/18,08/29/18,42.50,41.00,42.00,1.94,"14,000",33,15
SP15 EZ Gen DA LMP Peak,29/08/2018,08/30/18,08/31/18,45.00,41.00,42.82,0.82,"21,600",26,15
SP15 EZ Gen DA LMP Peak,31/08/2018,09/04/18,09/04/18,42.00,39.75,40.48,-2.34,"21,200",43,17
SP15 EZ Gen DA LMP Peak,04/09/2018,09/05/18,09/05/18,44.50,43.00,43.83,3.35,"8,000",18,12
SP15 EZ Gen DA LMP Peak,05/09/2018,09/06/18,09/06/18,46.00,44.50,45.18,1.35,"8,000",20,14
SP15 EZ Gen DA LMP Peak,06/09/2018,09/07/18,09/08/18,47.00,45.25,45.94,0.76,"16,800",19,14
SP15 EZ Gen DA LMP Peak,10/09/2018,09/11/18,09/11/18,34.50,34.25,34.48,-7.89,"4,000",5,7
SP15 EZ Gen DA LMP Peak,11/09/2018,09/10/18,09/10/18,43.50,42.00,42.37,-3.57,"5,200",13,10
SP15 EZ Gen DA LMP Peak,11/09/2018,09/12/18,09/12/18,34.25,33.50,33.85,-0.63,"10,400",21,14
