Price hub,Trade date,Delivery start date,Delivery end date,High price $/MWh,Low price $/MWh,Contract Avg Price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
SP15 EZ Gen DA LMP Peak,12/09/2018,09/13/18,09/13/18,36.00,35.75,35.83,1.98,"6,000",15,10
SP15 EZ Gen DA LMP Peak,13/09/2018,09/14/18,09/15/18,34.50,34.00,34.46,-1.37,"10,400",12,8
SP15 EZ Gen DA LMP Peak,14/09/2018,09/17/18,09/17/18,37.00,35.50,36.64,2.18,"8,800",22,10
SP15 EZ Gen DA LMP Peak,17/09/2018,09/18/18,09/18/18,40.00,39.00,39.51,2.87,"12,000",26,15
SP15 EZ Gen DA LMP Peak,18/09/2018,09/19/18,09/19/18,39.00,38.00,38.42,-1.09,"7,200",18,16
SP15 EZ Gen DA LMP Peak,19/09/2018,09/20/18,09/20/18,43.50,42.00,42.80,4.38,"34,000",77,28
SP15 EZ Gen DA LMP Peak,20/09/2018,09/21/18,09/22/18,39.50,38.00,38.60,-4.20,"34,400",41,18
SP15 EZ Gen DA LMP Peak,21/09/2018,09/24/18,09/24/18,38.25,36.50,37.42,-1.18,"10,400",22,13
SP15 EZ Gen DA LMP Peak,24/09/2018,09/25/18,09/25/18,38.50,37.00,37.72,0.30,"11,600",27,12
SP15 EZ Gen DA LMP Peak,25/09/2018,09/26/18,09/26/18,42.00,40.50,41.27,3.55,"13,200",30,15
SP15 EZ Gen DA LMP Peak,26/09/2018,09/27/18,09/28/18,44.00,42.00,42.81,1.54,"65,600",62,20
SP15 EZ Gen DA LMP Peak,27/09/2018,09/29/18,09/29/18,29.75,27.00,28.52,-14.29,"8,800",22,9
SP15 EZ Gen DA LMP Peak,28/09/2018,10/01/18,10/01/18,39.50,38.00,38.73,10.21,"11,600",19,8
SP15 EZ Gen DA LMP Peak,01/10/2018,10/02/18,10/02/18,42.00,40.00,40.76,2.03,"27,600",62,19
SP15 EZ Gen DA LMP Peak,02/10/2018,10/03/18,10/03/18,43.00,41.50,42.22,1.46,"18,400",41,18
SP15 EZ Gen DA LMP Peak,03/10/2018,10/04/18,10/04/18,42.50,41.00,42.31,0.09,"19,200",43,16
SP15 EZ Gen DA LMP Peak,04/10/2018,10/05/18,10/06/18,36.00,33.00,34.52,-7.79,"12,000",15,9
SP15 EZ Gen DA LMP Peak,05/10/2018,10/08/18,10/08/18,37.35,36.50,37.11,2.59,"3,200",7,7
SP15 EZ Gen DA LMP Peak,08/10/2018,10/09/18,10/09/18,37.50,35.00,36.79,-0.32,"7,200",17,12
SP15 EZ Gen DA LMP Peak,09/10/2018,10/10/18,10/10/18,35.50,34.50,35.00,-1.79,"3,200",8,6
SP15 EZ Gen DA LMP Peak,10/10/2018,10/11/18,10/11/18,80.00,37.00,60.54,25.54,"23,600",57,20
SP15 EZ Gen DA LMP Peak,11/10/2018,10/12/18,10/13/18,34.50,34.00,34.11,-26.43,"11,200",13,9
SP15 EZ Gen DA LMP Peak,12/10/2018,10/15/18,10/15/18,41.00,39.50,39.75,5.64,"5,600",12,11
SP15 EZ Gen DA LMP Peak,15/10/2018,10/16/18,10/16/18,45.00,43.50,44.52,4.77,"9,600",24,12
SP15 EZ Gen DA LMP Peak,16/10/2018,10/17/18,10/17/18,45.00,43.00,44.32,-0.20,"14,000",34,14
SP15 EZ Gen DA LMP Peak,17/10/2018,10/18/18,10/18/18,46.00,45.00,45.50,1.18,800,2,4
SP15 EZ Gen DA LMP Peak,18/10/2018,10/19/18,10/20/18,44.00,42.00,43.13,-2.37,"4,800",6,7
SP15 EZ Gen DA LMP Peak,19/10/2018,10/22/18,10/22/18,42.50,42.00,42.34,-0.79,"8,000",20,9
SP15 EZ Gen DA LMP Peak,22/10/2018,10/23/18,10/23/18,42.50,42.50,42.50,0.16,400,1,2
SP15 EZ Gen DA LMP Peak,23/10/2018,10/24/18,10/24/18,43.50,43.50,43.50,1.00,400,1,2
SP15 EZ Gen DA LMP Peak,24/10/2018,10/25/18,10/25/18,49.00,49.00,49.00,5.50,800,2,4
SP15 EZ Gen DA LMP Peak,25/10/2018,10/26/18,10/27/18,48.00,46.00,47.18,-1.82,"5,600",7,9
SP15 EZ Gen DA LMP Peak,26/10/2018,10/29/18,10/29/18,46.00,45.00,45.72,-1.46,"9,200",18,9
SP15 EZ Gen DA LMP Peak,29/10/2018,10/30/18,10/30/18,45.00,44.00,44.42,-1.30,"7,600",19,10
SP15 EZ Gen DA LMP Peak,30/10/2018,10/31/18,10/31/18,45.00,42.50,43.09,-1.33,"9,200",23,10
SP15 EZ Gen DA LMP Peak,31/10/2018,11/01/18,11/01/18,44.00,43.50,43.93,0.84,"2,800",7,7
SP15 EZ Gen DA LMP Peak,01/11/2018,11/02/18,11/03/18,40.00,39.00,39.75,-4.18,"3,200",4,7
SP15 EZ Gen DA LMP Peak,02/11/2018,11/05/18,11/05/18,40.50,40.00,40.04,0.29,"16,800",40,6
SP15 EZ Gen DA LMP Peak,05/11/2018,11/06/18,11/06/18,44.00,44.00,44.00,3.96,"3,600",9,6
SP15 EZ Gen DA LMP Peak,06/11/2018,11/07/18,11/07/18,46.50,45.00,45.50,1.50,"3,600",9,9
SP15 EZ Gen DA LMP Peak,07/11/2018,11/08/18,11/09/18,45.00,45.00,45.00,-0.50,"4,000",5,3
SP15 EZ Gen DA LMP Peak,09/11/2018,11/12/18,11/13/18,50.00,50.00,50.00,5.00,"1,600",2,4
SP15 EZ Gen DA LMP Peak,13/11/2018,11/14/18,11/14/18,65.00,63.00,63.67,13.67,"3,600",9,6
SP15 EZ Gen DA LMP Peak,14/11/2018,11/15/18,11/15/18,73.00,68.00,70.57,6.90,"5,600",14,13
SP15 EZ Gen DA LMP Peak,15/11/2018,11/16/18,11/17/18,114.00,89.00,96.17,25.60,"4,800",6,7
SP15 EZ Gen DA LMP Peak,16/11/2018,11/19/18,11/19/18,66.00,64.00,64.67,-31.50,"2,400",6,4
SP15 EZ Gen DA LMP Peak,19/11/2018,11/20/18,11/21/18,72.00,63.50,65.23,0.56,"16,000",20,15
SP15 EZ Gen DA LMP Peak,21/11/2018,11/24/18,11/26/18,64.00,64.00,64.00,-1.23,"1,600",2,3
SP15 EZ Gen DA LMP Peak,26/11/2018,11/27/18,11/27/18,67.50,66.00,66.36,2.36,"4,400",8,7
SP15 EZ Gen DA LMP Peak,27/11/2018,11/28/18,11/28/18,62.00,60.00,61.75,-4.61,"11,200",19,10
SP15 EZ Gen DA LMP Peak,28/11/2018,11/29/18,11/30/18,61.00,61.00,61.00,-0.75,800,1,2
SP15 EZ Gen DA LMP Peak,30/11/2018,12/03/18,12/03/18,115.00,85.00,91.73,30.73,"15,600",39,19
SP15 EZ Gen DA LMP Peak,03/12/2018,12/04/18,12/04/18,117.00,102.50,110.47,18.74,"14,000",35,18
SP15 EZ Gen DA LMP Peak,04/12/2018,12/05/18,12/05/18,85.50,80.00,83.17,-27.30,"9,200",23,14
SP15 EZ Gen DA LMP Peak,05/12/2018,12/06/18,12/06/18,78.00,74.00,76.06,-7.11,"13,600",34,18
SP15 EZ Gen DA LMP Peak,06/12/2018,12/07/18,12/08/18,77.00,72.00,75.03,-1.03,"21,600",27,12
SP15 EZ Gen DA LMP Peak,07/12/2018,12/10/18,12/10/18,70.00,69.00,69.86,-5.17,"4,400",11,8
SP15 EZ Gen DA LMP Peak,10/12/2018,12/11/18,12/11/18,60.50,59.50,59.97,-9.89,"6,000",13,11
SP15 EZ Gen DA LMP Peak,11/12/2018,12/12/18,12/12/18,58.50,57.00,57.75,-2.22,"5,200",12,7
SP15 EZ Gen DA LMP Peak,12/12/2018,12/13/18,12/13/18,50.00,50.00,50.00,-7.75,400,1,2
SP15 EZ Gen DA LMP Peak,13/12/2018,12/14/18,12/15/18,48.00,46.00,47.25,-2.75,"6,400",8,8
SP15 EZ Gen DA LMP Peak,14/12/2018,12/17/18,12/17/18,55.00,53.75,54.13,6.88,"6,400",15,10
SP15 EZ Gen DA LMP Peak,18/12/2018,12/19/18,12/19/18,49.00,48.50,48.70,-5.43,"2,000",5,6
SP15 EZ Gen DA LMP Peak,20/12/2018,12/24/18,12/24/18,45.00,42.50,43.71,-4.99,"2,800",6,5
SP15 EZ Gen DA LMP Peak,26/12/2018,12/27/18,12/27/18,40.00,39.50,39.60,-4.11,"2,000",3,4
SP15 EZ Gen DA LMP Peak,28/12/2018,12/31/18,12/31/18,41.00,40.75,40.83,1.23,"1,200",3,4
SP15 EZ Gen DA LMP Peak,31/12/2018,01/02/19,01/02/19,46.00,46.00,46.00,5.17,800,2,4
